Name,ID,Has Block,Mod,Class
BiblioWoodsForestry:BiblioWoodClock2,828,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemClock2
BiblioWoodsForestry:BiblioWoodPaintingT0,829,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT0
BiblioWoodsForestry:BiblioWoodPaintingT1,830,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT1
BiblioWoodsForestry:BiblioWoodPaintingT2,831,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT2
BiblioWoodsForestry:BiblioWoodPaintingT3,832,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT3
BiblioWoodsForestry:BiblioWoodPaintingT4,833,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT4
BiblioWoodsForestry:BiblioWoodPaintingT0b,834,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT02
BiblioWoodsForestry:BiblioWoodPaintingT1b,835,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT12
BiblioWoodsForestry:BiblioWoodPaintingT2b,836,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT22
BiblioWoodsForestry:BiblioWoodPaintingT3b,837,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT32
BiblioWoodsForestry:BiblioWoodPaintingT4b,838,true,BiblioWoodsForestry,jds.bibliowood.forestrywood.blocks.ItemPaintingFrameT42
BiblioWoodsNatura:BiblioWoodBookcase,839,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemBookcase
BiblioWoodsNatura:BiblioWoodpotshelf,840,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemPotionShelf
BiblioWoodsNatura:BiblioWoodshelf,841,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemShelf
BiblioWoodsNatura:BiblioWoodrack,842,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemToolrack
BiblioWoodsNatura:BiblioWoodcase0,843,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemCase0
BiblioWoodsNatura:BiblioWoodlabel,844,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemLabel
BiblioWoodsNatura:BiblioWooddesk,845,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemDesk
BiblioWoodsNatura:BiblioWoodtable,846,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemTable
BiblioWoodsNatura:BiblioWoodSeat,847,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemSeat
BiblioWoodsNatura:BiblioWoodMapFrame,848,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemMapFrame
BiblioWoodsNatura:BiblioWoodFancySign,849,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemFancySign
BiblioWoodsNatura:BiblioWoodFancyWorkbench,850,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemFancyWorkbench
BiblioWoodsNatura:BiblioWoodClock,851,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemClock
BiblioWoodsNatura:BiblioWoodPaintingT0,852,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemPaintingFrameT0
BiblioWoodsNatura:BiblioWoodPaintingT1,853,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemPaintingFrameT1
BiblioWoodsNatura:BiblioWoodPaintingT2,854,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemPaintingFrameT2
BiblioWoodsNatura:BiblioWoodPaintingT3,855,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemPaintingFrameT3
BiblioWoodsNatura:BiblioWoodPaintingT4,856,true,BiblioWoodsNatura,jds.bibliowood.naturawood.blocks.ItemPaintingFrameT4
ThermalFoundation:Ore,857,true,ThermalFoundation,cofh.thermalfoundation.block.ItemBlockOre
ThermalFoundation:Storage,858,true,ThermalFoundation,cofh.thermalfoundation.block.ItemBlockStorage
ThermalFoundation:FluidRedstone,859,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidGlowstone,860,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidEnder,861,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidPyrotheum,862,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidCryotheum,863,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidAerotheum,864,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidPetrotheum,865,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidMana,866,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidSteam,867,true,ThermalFoundation,net.minecraft.item.ItemBlock
ThermalFoundation:FluidCoal,868,true,ThermalFoundation,net.minecraft.item.ItemBlock
BigReactors:YelloriteOre,869,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BigReactors:BRMetalBlock,870,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BigReactors:YelloriumFuelRod,871,true,BigReactors,net.minecraft.item.ItemBlock
BigReactors:BRReactorPart,872,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BigReactors:BRMultiblockGlass,873,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BigReactors:BRReactorRedstonePort,874,true,BigReactors,net.minecraft.item.ItemBlock
BigReactors:BRTurbinePart,875,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BigReactors:BRTurbineRotorPart,876,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BigReactors:BRDevice,877,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BigReactors:tile.fluid.yellorium.still,878,true,BigReactors,net.minecraft.item.ItemBlock
BigReactors:tile.fluid.cyanite.still,879,true,BigReactors,net.minecraft.item.ItemBlock
BigReactors:BRMultiblockCreativePart,880,true,BigReactors,erogenousbeef.bigreactors.common.item.ItemBlockBigReactors
BinnieCore:storage,881,true,BinnieCore,binnie.core.machines.ItemMachine
Botany:flower,882,true,Botany,net.minecraft.item.ItemBlock
Botany:plant,883,true,Botany,binnie.botany.gardening.ItemWeed
Botany:soil,884,true,Botany,binnie.botany.gardening.ItemSoil
Botany:loam,885,true,Botany,binnie.botany.gardening.ItemSoil
Botany:flowerbed,886,true,Botany,binnie.botany.gardening.ItemSoil
Botany:soilNoWeed,887,true,Botany,binnie.botany.gardening.ItemSoil
Botany:loamNoWeed,888,true,Botany,binnie.botany.gardening.ItemSoil
Botany:flowerbedNoWeed,889,true,Botany,binnie.botany.gardening.ItemSoil
Botany:ceramic,890,true,Botany,binnie.core.block.ItemMetadata
Botany:stained,891,true,Botany,binnie.core.block.ItemMetadata
Botany:ceramicPattern,892,true,Botany,binnie.core.block.ItemMetadata
Botany:ceramicBrick,893,true,Botany,binnie.core.block.ItemMetadata
ExtraBees:ectoplasm,894,true,ExtraBees,net.minecraft.item.ItemBlock
ExtraBees:hive,895,true,ExtraBees,binnie.extrabees.worldgen.ItemBeehive
ExtraBees:alveary,896,true,ExtraBees,binnie.core.machines.ItemMachine
ExtraTrees:planks,897,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:fence,898,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:multifence,899,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:log,900,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:gate,901,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:slab,902,true,ExtraTrees,binnie.extratrees.block.ItemETSlab
ExtraTrees:doubleSlab,903,true,ExtraTrees,binnie.extratrees.block.ItemETSlab
ExtraTrees:door,904,true,ExtraTrees,binnie.extratrees.block.ItemETDoor
ExtraTrees:stairs,905,true,ExtraTrees,binnie.extratrees.block.ItemETStairs
ExtraTrees:carpentry,906,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:panel,907,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:stainedglass,908,true,ExtraTrees,binnie.core.block.ItemMetadata
ExtraTrees:machine,909,true,ExtraTrees,binnie.core.machines.ItemMachine
Genetics:machine,910,true,Genetics,binnie.core.machines.ItemMachine
Genetics:labMachine,911,true,Genetics,binnie.core.machines.ItemMachine
Genetics:advMachine,912,true,Genetics,binnie.core.machines.ItemMachine
AWWayofTime:Altar,913,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:AlchemicalWizardrybloodRune,914,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemBloodRuneBlock
AWWayofTime:lifeEssence,915,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:speedRune,916,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:efficiencyRune,917,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:runeOfSacrifice,918,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:runeOfSelfSacrifice,919,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:ritualStone,920,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:masterStone,921,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:bloodSocket,922,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:imperfectRitualStone,923,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:armourForge,924,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:emptySocket,925,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:bloodStoneBrick,926,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:largeBloodStoneBrick,927,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockWritingTable,928,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockHomHeart,929,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockPedestal,930,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockPlinth,931,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockTeleposer,932,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:spectralBlock,933,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:bloodLight,934,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockConduit,935,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm,936,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemSpellParadigmBlock
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement,937,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemSpellEnhancementBlock
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier,938,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemSpellModifierBlock
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect,939,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemSpellEffectBlock
AWWayofTime:spectralContainer,940,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:demonPortalMain,941,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockSchemSaver,942,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockReagentConduit,943,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockAlchemicCalcinator,944,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockCrystalBelljar,945,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemBlockCrystalBelljar
AWWayofTime:blockDemonChest,946,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockCrystal,947,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemCrystalBlock
AWWayofTime:blockMimic,948,true,AWWayofTime,net.minecraft.item.ItemBlock
AWWayofTime:blockEnchantmentGlyph,949,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemEnchantmentGlyphBlock
AWWayofTime:blockStabilityGlyph,950,true,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemStabilityGlyphBlock
AWWayofTime:blockCrucible,951,true,AWWayofTime,net.minecraft.item.ItemBlock
Botania:flower,952,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:altar,953,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:livingrock,954,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:livingwood,955,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:specialFlower,956,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialFlower
Botania:spreader,957,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:pool,958,true,Botania,vazkii.botania.common.item.block.ItemBlockPool
Botania:runeAltar,959,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:unstableBlock,960,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:pylon,961,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:pistonRelay,962,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:distributor,963,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:manaBeacon,964,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:manaVoid,965,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:manaDetector,966,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:enchanter,967,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:turntable,968,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:tinyPlanetBlock,969,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:alchemyCatalyst,970,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:openCrate,971,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:forestEye,972,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:storage,973,true,Botania,vazkii.botania.common.item.block.ItemBlockStorage
Botania:forestDrum,974,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:shinyFlower,975,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:platform,976,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:alfheimPortal,977,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:dreamwood,978,true,Botania,vazkii.botania.common.item.block.ItemBlockDreamwood
Botania:conjurationCatalyst,979,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:bifrost,980,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:solidVine,981,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:buriedPetals,982,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:prismarine,983,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:seaLamp,984,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:miniIsland,985,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:tinyPotato,986,true,Botania,vazkii.botania.common.item.block.ItemBlockTinyPotato
Botania:spawnerClaw,987,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:reedBlock,988,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:thatch,989,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:customBrick,990,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:enderEyeBlock,991,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:starfield,992,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:rfGenerator,993,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:elfGlass,994,true,Botania,vazkii.botania.common.item.block.ItemBlockElven
Botania:brewery,995,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:manaGlass,996,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:terraPlate,997,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:redStringContainer,998,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:redStringDispenser,999,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:redStringFertilizer,1000,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:redStringComparator,1001,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:redStringRelay,1002,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:floatingSpecialFlower,1003,true,Botania,vazkii.botania.common.item.block.ItemBlockFloatingSpecialFlower
Botania:manaFlame,1004,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:prism,1005,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:dirtPath,1006,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:enchantedSoil,1007,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:petalBlock,1008,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:corporeaIndex,1009,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:corporeaFunnel,1010,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:endStoneBrick,1011,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:mushroom,1012,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:pump,1013,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:doubleFlower1,1014,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:doubleFlower2,1015,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:fakeAir,1016,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:blazeBlock,1017,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:corporeaInterceptor,1018,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:corporeaCrystalCube,1019,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:incensePlate,1020,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:hourglass,1021,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:ghostRail,1022,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:sparkChanger,1023,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:root,1024,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:felPumpkin,1025,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:cocoon,1026,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:lightRelay,1027,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:lightLauncher,1028,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:manaBomb,1029,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:cacophoniumBlock,1030,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:bellows,1031,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:bifrostPerm,1032,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:cellBlock,1033,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:redStringInterceptor,1034,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:gaiaHeadBlock,1035,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:corporeaRetainer,1036,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:teruTeruBozu,1037,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:shimmerrock,1038,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:shimmerwoodPlanks,1039,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:avatar,1040,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:altGrass,1041,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:livingwood0Stairs,1042,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:livingwood0Wall,1043,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:livingwood1Stairs,1044,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:livingrock0Stairs,1045,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:livingrock0Wall,1046,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:livingrock1Stairs,1047,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:dreamwood0Stairs,1048,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:dreamwood0Wall,1049,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:dreamwood1Stairs,1050,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:prismarine0Stairs,1051,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:prismarine0Wall,1052,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:prismarine1Stairs,1053,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:prismarine2Stairs,1054,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:reedBlock0Stairs,1055,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:reedBlock0Wall,1056,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:thatch0Stairs,1057,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:customBrick0Stairs,1058,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:customBrick1Stairs,1059,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:customBrick2Stairs,1060,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:customBrick3Stairs,1061,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA,1062,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:biomeStoneB,1063,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:stone,1064,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:pavement,1065,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:quartzTypeDark,1066,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsDark,1067,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeMana,1068,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsMana,1069,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeBlaze,1070,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsBlaze,1071,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeLavender,1072,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsLavender,1073,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeRed,1074,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsRed,1075,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeElf,1076,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsElf,1077,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeSunny,1078,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsSunny,1079,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA0Stairs,1080,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA1Stairs,1081,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA2Stairs,1082,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA3Stairs,1083,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA4Stairs,1084,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA5Stairs,1085,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA6Stairs,1086,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA7Stairs,1087,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA8Stairs,1088,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA9Stairs,1089,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA10Stairs,1090,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA11Stairs,1091,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA12Stairs,1092,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA13Stairs,1093,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA14Stairs,1094,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA15Stairs,1095,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB0Stairs,1096,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB1Stairs,1097,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB2Stairs,1098,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB3Stairs,1099,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB4Stairs,1100,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB5Stairs,1101,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB6Stairs,1102,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB7Stairs,1103,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA0Wall,1104,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:stone0Stairs,1105,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone1Stairs,1106,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone2Stairs,1107,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone3Stairs,1108,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone8Stairs,1109,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone9Stairs,1110,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone10Stairs,1111,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone11Stairs,1112,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:stone0Wall,1113,true,Botania,vazkii.botania.common.item.block.ItemBlockWithMetadataAndName
Botania:pavement0Stairs,1114,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:pavement1Stairs,1115,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:pavement2Stairs,1116,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:pavement3Stairs,1117,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:pavement4Stairs,1118,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
